Latitude,Longitude,Location
19.05164,72.89413,BASANT PARK
18.9808,72.83624,JIJAMATA UDYAN (BYCULLA)
19.16438,72.87008,AAREY UNIT NO.32
19.24232,72.85233,LIC OFFICE (BORIVALI -W)
19.22133,72.98984,BALKUM NAKA
18.95735,72.83406,DONGRI
19.14478,72.82367,SHREE SWAMI SAMARTH NAGAR MARKET
19.29475,72.85026,MAXUS MALL (BHAYANDER-W)
19.12792,72.84405,FILMALAYA (AMBOLI)
18.99717,72.81658,ACHARYA ATRE CHOWK (WORLI NAKA)
18.95513,72.82588,KASTURBA GANDHI CHOWK (C.P.TANK)
19.17891,72.81356,MHADA COLONY MALVANI
18.93374,72.83023,HUTATMA CHOWK
19.01882,72.86064,WADALA FLYOVER BRIDGE
19.22388,72.84245,SHIMPAVALI VILLAGE
18.96411,72.80815,GODREJ CHOWK (KEMPS CORNER)
19.17386,72.95733,MULUND RAILWAY STATION (W)
19.13247,72.82568,R.T.O. (ANDHERI-W) NEW VIKAS HOUSING SOCIETY
18.95569,72.80851,CHOWPATTY BAND STAND
18.95656,72.81332,SUKH SAGAR
18.95655,72.81021,WILSON COLLEGE
19.17697,72.84595,RAJASTHANI SAMMELAN CAMPUS CHINCHVALI
19.05533,72.8479,KALA NAGAR (BANDRA-E) MHADA OFFICE
19.07336,72.83081,16TH ROAD KHAR
19.05739,72.83392,MUNICIPAL OFFICE BHABHA HOSPITAL (BANDRA-W)
19.06984,72.83972,KHAR STATION (W)
19.05467,72.82597,ST.ANDREW S CHURCH
19.18865,72.85457,S.K.PATIL AROGYADHAM (MALAD-E)
19.20211,72.85623,E.S.I.S.HOSPITAL (KANDIVALI- E)
19.16642,72.85596,GOREGAON CHECK NAKA NO.1
19.20053,72.82154,BHUMI COMPLEX
19.08172,72.85543,VAKOLA MASJID
19.08093,72.88871,ST.JOSEPH TECHNICAL SCHOOL
19.00572,72.84638,BHOIWADA MANE MASTER CHOWK
19.09373,72.89894,JAMBHULPADA SHIVSENA OFFICE
19.11366,72.9337,TAGORE NAGAR UDYAN VIKHROLI BRIDGE
19.04571,72.91202,DEONAR DEPOT
19.1164,73.00774,GHANSOLI RAILWAY STATION
19.04454,72.84453,MAHIM PHATAK
19.05662,72.90045,10TH ROAD CHEMBUR CHURCH
18.95527,72.84203,PRINCESS DOCK
19.16279,72.84603,FILMISTAN (GOREGAON-W)
19.17959,72.94568,E.S.I.S.HOSPITAL (MULUND)
19.21445,72.83953,MAHAVIR NAGAR EXTENSION (KANDIVLI-W) PARIJAT SOCIETY
19.01012,72.82009,DR.RAVINDRA KULKARNI CHOWK SASMIRA (WORLI)
19.16432,72.85096,GOREGAON STATION (E)
19.10639,72.89371,ST.ANTHONY CHURCH
18.94617,72.82379,MARINE LINES RAILWAY STATION
18.99782,72.8547,SEWREE STATION (E)
19.06205,72.82952,PALI MARKET
19.25484,72.85687,DAHISAR BRIDGE
18.97762,72.82421,AGRIPADA POLICE STATION
18.96868,72.81611,VASANTRAO NAIK CHOWK (TARDEO)
19.154,72.84513,SAHARA (GOREGAON-W)
19.05421,72.88433,LOKSHAHIR SATHE UDYAN SUMAN NAGAR
19.01663,72.82097,WORLI VILLAGE
19.11009,72.84933,SHIVAJI CHOWK (ANDHERI-E)
19.2002,72.82663,VITTHAL MANDIR (KANDIVALI-W)
19.23004,72.86359,OMKARESHWAR MANDIR
19.13069,72.92655,DOCKYARD COLONY (KANJURMARG-W)
19.08072,72.85204,VAKOLA PIPE LINE
19.13852,72.8067,VESAVA VILLAGE
19.02446,72.86383,ANTOP HILL POST OFFICE
18.93856,72.83645,CHHATRAPATI SHIVAJI MAHARAJ TERMINUS (GPO)
18.94935,72.80036,PARSI AGYARI
19.12851,72.88755,I.E.S SCHOOL (J.V.L.R)
19.05127,72.93766,MAHARASHTRA NAGAR (MANKHURD)
19.01083,73.01642,DHARAN TALAO ASHTAGANDHA SOCIETY
19.15088,72.93595,KHOT ROAD BHATIPADA
19.17561,72.86973,GOKULDHAM MARKET
19.22592,72.86364,DEVIPADA
19.15928,72.84653,JAWAHAR NAGAR (GOREGAON-W)
19.04825,72.82502,MOUNT MARY STEPS (MUNICIPAL GARDEN)
19.05346,72.89994,ACHARYA GARDEN DIAMOND GARDEN
19.02201,73.01672,KONKAN RAILVIHAR
19.16792,72.79079,YOGASHRAM
19.1366,72.88168,MAROSHI NAKA PICNIC POINT
18.96821,72.82443,MUMBAI CENTRAL DEPOT
19.14021,72.9282,MAHARASHTRA NAGAR (BHANDUP-W)
19.07923,72.87989,OLD AGRA ROAD (KURLA-W)
19.19264,72.84189,ADARSH DAIRY (MALAD-W)
19.1745,72.86101,GENERAL ARUN KUMAR VAIDYA MARG JUNCTION (GOREGAON-E)
19.01981,72.83733,PRABODHANKAR THACKERAY CHOWK (DADAR-W)
19.17137,72.94757,VIDYABEN GARDI SCHOOL KESHAVPADA
19.15195,72.79062,MASTER WADI
19.11167,72.84955,SHIVAJI CHOWK (ANDHERI-E)
18.94668,72.83532,MAHATMA PHULE MARKET (CRAWFORD MARKET)
19.20097,72.87888,DAMU NAGAR MAYUR MARKET
18.98597,72.8317,COMRADE GULABRAO GANACHARYA CHOWK
19.17287,72.87535,HANUMAN NAGAR (MALAD-E)
19.17999,72.85868,RANI SATI MARG JUNCTION (MALAD-E)
19.2279,72.96953,EDENWOOD
19.04005,73.06772,NAVRANG HOTEL
19.19903,72.97899,THANE CIVIL HOSPITAL
19.13953,72.8085,VESAVA-YARI ROAD BUS STATION
19.2071,72.8339,MAHARASHTRA NAGAR (KANDIVALI-W) YADAV NAGAR
19.09652,72.90786,NORTH BOMBAY SCHOOL
18.96316,72.81652,GRANT ROAD STATION (E)
19.12692,72.85921,AGHADI NAGAR
19.04464,72.81902,FATHER AGNEL ASHRAM (BANDRA-W)
19.00034,72.82852,EMPIRE MILL
19.06064,72.92534,SHIVAJI NAGAR (GOVANDI) TERMINUS
19.11453,72.86163,BELA NIVAS
19.02381,72.84973,PODDAR & RUIA COLLEGE (MATUNGA)
19.06062,72.85112,R.N.A. COMPLEX
19.1216,72.87055,ORKAY MILL
19.17385,72.86821,O.N.G.C.COLONY (DINDOSHI)
19.01347,72.82898,PRABHADEVI
19.06517,72.85006,KHERWADI POLICE STATION
19.21012,72.83571,KAMRAJ NAGAR (KANDIVALI-W)
19.14003,72.92557,BHANDUP PEOPLES SCHOOL
19.17992,72.85967,TAPOVAN (PATHANWADI)
19.17239,72.86952,HINDUSTAN PETROLEUM COLONY (GOREGAON -E)
19.05606,72.84524,R.N.A. COMPLEX (BANDRA-E)
18.94035,72.83842,CHHATRAPATI SHIVAJI MAHARAJ TERMINUS(CSMT)
19.23195,72.86577,DHOBI GHAT (BORIVALI-E)
19.04273,72.87867,INTER STATE BUS STATION (ANIK)
18.96844,72.84154,MAHARANA PRATAP CHOWK (MAZGAON)
19.15721,72.94691,NAHUR RAILWAY STATION
19.03986,73.01464,SARSOLE BUS STATION
19.01621,72.85769,WADALA STATION P&T QUARTERS
19.11058,72.87231,MAROL PIPELINE
19.11161,72.82852,BHARATIYA AROGYA NIDHI HOSPITAL
19.05389,72.83957,BANDRA (W) BUS STATION
19.04693,72.91964,MAHALAXMI MANDIR (DEONAR)
19.27845,72.85828,MIRA ROAD MARKET
19.15555,72.9573,BHANDUP PUMPING CENTRE
18.98541,72.8407,AZAD FLOUR MILL
19.17208,72.87035,R.B.I COLONY (GOREGAON-E)
19.05093,72.82751,MOUNT CARMEL CHURCH LILAVATI HOSPITAL
19.04082,72.8941,MARAWALI CHURCH
19.06446,72.87444,SANT ROHIDAS SABHAGURHA KURLA POST OFFICE
19.1287,72.81681,SEVEN BUNGALOWS GARDEN
19.17958,72.83714,CHINCHVALI BUNDER ROAD
18.96184,72.82997,CAFE PARADISE
19.17493,72.94209,JOHNSON & JOHNSON COMPANY
19.03604,72.89528,R.C.F.POLICE STATION
19.25723,72.85135,RUSHI COMPLEX EXTENSION (DAHISAR - W)
19.23474,72.8406,YOGI NAGAR JAYRAJ NAGAR (BORIVALI -W)
18.95235,72.8181,SAIFEE HOSPITAL
18.98194,72.81432,LALA LAJPATRAI COLLEGE
19.19755,72.87867,RAMGAD (ANITA NAGAR)
19.13414,72.82629,MHADA COLONY (OSHIWARA)
19.17525,72.84523,SUNDAR NAGAR (MALAD-W)
19.18273,72.9538,MAHARANA PRATAP CHOWK (MULUND CHECK NAKA-W)
19.12619,73.00443,GHANSOLI VILLAGE
19.03764,72.8611,LOKMANYA TILAK HOSPITAL (SION)
19.01467,72.82625,GAMMON HOUSE
18.96832,72.80345,PARSI GENERAL HOSPITAL
19.11724,72.91068,CRISIL HOUSE
18.98719,72.84165,SHRAWAN YASHWANTE CHOWK (KALA CHOWKY)
18.98527,72.83741,PHOENIX CHEMICALS (BYCULLA-E)
19.22,72.82879,PRABODHANKAR THACKERAY NAGAR BUS STATION (CHARKOP)
19.27853,72.86341,SECTOR 7 (MIRA ROAD)
19.22584,72.83177,SWAMI VIVEKANAND VIDYALAYA (BORIVALI -W)
19.05561,72.91142,SAMRAT ASHOK NAGAR (DEONAR)
18.93443,72.82708,AHILYABAI HOLKAR CHOWK (CHURCHGATE)
19.1528,72.8804,NAVJEEVAN NAGAR (GOREGAON-E)
19.04198,72.93483,MANDALA
19.04792,72.86711,HIGHWAY APARTMENT (SION)
19.18466,72.97245,GAVDEVI MANDIR (THANE)
18.99612,72.83706,BHARATMATA CINEMA
19.19668,72.82177,FIRE BRIGADE KHARODI COLONY
19.09188,72.84634,VILE PARLE SUBWAY
19.19655,72.81312,KAMAL TALAO
19.05446,72.92116,600 TENAMENT GATE
19.09988,72.9087,JAGDUSHA NAGAR
19.18001,72.83654,CHINCHVALI BUNDER ROAD
19.11718,72.85426,NATRAJ STUDIO
19.02625,73.10452,KALAMBOLI FIRE BRIGADE
19.13844,72.80679,VESAVA VILLAGE
18.95043,72.80185,WHITE HOUSE
19.12478,72.84169,NAVRANG TALKIES (ANDHERI-W)
19.11341,73.00873,MAHAPE NAKA
19.1195,72.86362,SHANTI NAGAR (ANDHERI-E)
19.21794,72.85168,SHASTRI NAGAR (BORIVALI -W)
19.11663,72.93554,KANNAMWAR NAGAR PRAVIN HOTEL
19.2054,72.82428,BHABREKAR NAGAR
19.22312,72.87158,TEEN MURTI
19.01153,72.82108,PASSPORT OFFICE (WORLI)
18.95893,72.8384,CHINCH BUNDER
19.19131,72.82157,MALVANI BLOCK NO.5 POLICE STATION
19.21972,72.83613,MHADA COLONY (SHIMPAVALI)
18.9688,72.82027,MUMBAI CENTRAL STATION
19.18703,72.86207,RAMESH HOTEL(MALAD-E)
19.01259,72.82269,BABASAHEB WORLIKAR CHOWK (CENTURY BAZAAR)
19.05704,72.90954,DADOJI KONDEV NAGAR (KHARDEV NAGAR)
18.95726,72.81732,PT.PALUSKAR CHOWK (OPERA HOUSE)- MARWADI VIDYALAYA
19.24788,72.85358,MARY IMMACULATE SCHOOL
19.21035,72.82871,SAHYADRI NAGAR (CHARKOP)
19.05605,73.01919,JUI NAGAR RAILWAY STATION
19.28004,72.86229,JAIN MANDIR (MIRA ROAD)
19.06947,72.91235,P.W.D. COLONY (RISING CITY)
18.92859,72.8245,MANTRALAYA
19.01013,72.82026,DR.RAVINDRA KULKARNI CHOWK SASMIRA (WORLI)
19.25576,72.86462,ANAND NAGAR MARKET
19.00775,72.8592,KARTVYA NAGAR
19.02242,72.86087,WADALA GATE NO.4
19.21652,72.82073,SAI CHITRA SOCIETY (KANDIVALI-W)
19.05077,72.87521,EVERARD NAGAR
19.04156,72.86331,RANI LAXMIBAI CHOWK (SION)
19.19236,72.8346,EVERSHINE NAGAR (MALAD-W)
19.13569,72.83198,LAXMI INDUSTRIAL ESTATE (ANDHERI-W)
19.00186,72.83824,MADKEBUWA CHOWK (PAREL)
19.07248,72.86009,HEALTH CENTRE (VIDYANAGARI)
19.07113,72.85863,VIDYA NAGARI (KALINA)
19.21264,72.82844,BANK OF MAHARASHTRA (KANDIVALI-W)
19.11866,72.91244,BAYER HOUSE
18.93304,72.82698,AHILYABAI HOLKAR CHOWK (CHURCHGATE)
19.23014,72.85661,BORIVALI (W) STATION
19.18906,72.8482,MALAD STATION (W)
19.12023,72.86392,SHANTI NAGAR (ANDHERI-E)
18.93285,72.83618,RESERVE BANK OF INDIA (FORT)
18.99469,72.84126,SAIBABA ROAD (LALBAUG)
18.98108,72.83433,JIJAMATA UDYAN (BYCULLA)
19.03089,72.84488,SAMRAT HOTEL (MATUNGA-E)
19.15,72.9439,BHANDUP VILLAGE (E)
19.15233,72.87045,KARIM BUNGALOWS
19.25242,72.87363,DHARKHADI
19.0958,72.89563,ASALPHA VILLAGE
19.154,72.9995,AIROLI SECTOR 4 CORPORATION BANK
19.05136,72.83834,PADMASHREE MOHAMMED RAFI CHOWK BANDRA (W)
19.14679,72.82817,ADV. PALJIBHAI BORICHA CHOWK
19.04728,72.86323,RANI LAXMIBAI CHOWK SION STATION
19.03677,72.86891,RAWLI CAMP
19.18919,72.83762,MARIAMMAN MANDIR
19.20055,72.99913,DATTA WADI
19.05914,72.89936,B.S.E.S.SUB STATION-CHEMBUR
18.99341,72.82016,JIJAMATA NAGAR (WORLI)
19.07102,72.86303,NAFA
18.96626,72.8185,NAVJEEVAN SOCIETY (TARDEO)
19.05358,72.84893,KALA NAGAR (BANDRA-E)
19.12052,72.93873,KANNAMWAR NAGAR NO.2
19.224,72.8402,SHIMPAVALI TELEPHONE EXCHANGE
19.02581,72.83704,SHIVAJI PARK GYMKHANA
19.18354,72.85206,RANI SATI MARG (MALAD-E) MUNICIPAL SCHOOL
19.30092,72.8469,BHAYANDER POLICE STATION
19.26056,72.8529,SAIBABA NAGAR (KANDARPADA)
19.05327,72.89712,SANDUWADI (CHEMBUR-E)
19.10413,72.87445,AMBASSADOR HOTEL (SAHAR)
19.01837,72.8398,KABUTARKHANA (DADAR-W)
19.08284,73.00044,SAMAJ MANDIR HALL (VASHI) SECTOR 11
19.18599,72.85834,KURAR VILLAGE
19.20446,72.82824,KANDIVALI INDUSTRIAL ESTATE GANESH NAGAR
19.15749,72.94351,HANUMAN MANDIR (BHANDUP-W)
19.10361,72.91614,MUNICIPAL COLONY (VIKHROLI-W)
19.14852,72.93082,SARVODAYA NAGAR (BHANDUP-W)
19.30605,72.86154,SHIRDI NAGAR RAM NAGAR (BHAYANDER-E)
19.14685,72.83666,BEHRAM BAUG
19.22935,72.85757,BORIVALI (E) STATION
19.09662,72.90778,NORTH BOMBAY SCHOOL
19.11203,72.90095,BEST QUARRIES (CHANDIVALI)
19.0549,72.83768,PADMASHREE MOHAMMED RAFI CHOWK BANDRA (W)
19.20632,72.85102,KANDIVALI STATION (W)
19.15167,72.94332,BHANDUP VILLAGE (W)
19.07379,72.84711,MARATHA COLONY
19.00578,72.83907,MADKEBUWA CHOWK (PAREL)
19.06229,72.83566,BANDRA TALKIES
19.01637,72.83769,SHARDASHRAM VIDYAMANDIR
19.08013,72.89614,VIDYA VIHAR BUS STATION (W)
19.16385,72.93714,DR.K.B.HEDGEWAR CHOWK
18.9803,72.84003,JIJAMATA MUNICIPAL SCHOOL(BYCULLA-E)
19.13919,72.86164,DATTA TEKDI SHIV TEKDI
19.179,72.81312,MHADA COLONY MALVANI
19.09307,72.88285,JARIMARI (SAKINAKA)
18.93358,72.83016,HUTATMA CHOWK
19.22127,72.86107,RAJENDRA NAGAR
19.02597,72.86661,ANTOP HILL BUS STATION
19.02773,72.89269,H.P. NAGAR (MAHUL)
19.2997,72.84929,MANDLI TALAO
19.15013,72.79095,SHANTI NAGAR (MADH)
18.98687,72.82368,FAMOUS STUDIO
19.11095,72.83721,ERLA MASJID
18.99477,72.81529,JARIMARI MATA MANDIR S.T.OFFICE (WORLI)
19.17161,72.95676,MULUND STN - E
19.11482,72.90865,FOREST STREET (POWAI)
19.04798,72.92019,DATTAGURU CO-OPERATIVE HOUSING SOCIETY
19.11269,72.85696,HINDUSTAN DORR-OLIVER LIMITED
18.95815,72.82514,ALANKAR CINEMA
19.0263,73.0563,BHARATI VIDYAPITH
19.22148,72.88628,TUMNI PADA
19.27333,72.88533,NEELKAMAL NAKA
19.13552,72.8321,LAXMI INDUSTRIAL ESTATE (ANDHERI-W)
19.17729,72.84597,SARVODAYA BALIKA VIDYALAYA (MALAD-W)
19.16669,72.96365,CHAINANI ELDER S HOME
19.06592,72.92918,SHIVAJI NAGAR BUS STATION
18.98903,72.81402,NEHRU PLANETARIUM (WORLI)
19.16183,72.94568,HIRA NAGAR (MULUND-W)
19.14913,72.87768,AAREY MUNICIPAL SCHOOL
19.18463,72.85005,MALAD STATION (E) PODDAR PARK
19.21933,72.83078,GANESH SOCIETY (KANDIVALI-W)
19.00145,72.84443,HAFFKINE INSTITUTE
19.15318,72.99965,AIROLI SECTOR 4 CORPORATION BANK
19.06206,72.90583,SHIVSENA OFFICE (CHEMBUR-W)
19.10195,72.91957,VIKHROLI DEPOT
19.05937,72.88547,KAMGAR NAGAR (KURLA-E)
18.98305,72.82841,KASTURBA GANDHI HOSPITAL (SAATRASTA)
19.20967,72.89914,CHECK POST
19.06173,72.85063,BANDRA COLONY BUS STATION
19.0269,72.85601,MAHESHWARI UDYAN (KINGS CIRCLE)
19.14993,72.94386,BHANDUP VILLAGE (E)
18.96615,72.83921,TADWADI (MAZGAON)
19.10547,72.88531,DR.DATTA SAMANT CHOWK SAKINAKA
18.98978,72.83591,SHANTARAM PUJARE CHOWK (KALA CHOWKY)
19.07622,73.00968,A.P.M.C. FRUIT AND VEGETABLE MARKET
19.17653,72.79755,AKSA VILLAGE
19.08522,72.90792,GHATKOPAR STATION (E)
19.08054,72.85128,VAKOLA POLICE STATION
19.24442,72.87013,RAMESHWAR MANDIR (BORIVALI -E)
19.02465,72.85358,JAGATDEV N.VARMA CHOWK KAPOLE NIWAS
19.07106,72.87158,BKC TELEPHONE EXCHANGE
18.92325,72.83361,GATE WAY OF INDIA
19.21128,72.8517,KANDIVALI TELEPHONE EXCHANGE
19.00135,72.8446,HAFFKINE INSTITUTE
18.9759,72.8374,MASINA HOSPITAL RUSTOM BAUG
19.27103,72.89062,AGRAWAL GREEN VILLAGE
18.96838,72.82052,MUMBAI CENTRAL STATION
19.0213,72.84195,VEER HUTATMA BHAI KOTWAL UDYAN (PLAZA)
19.11504,72.8579,CHAKALA
19.05096,72.82179,PRARTHANALAYA
19.15257,72.84456,RAM MANDIR (GOREGAON-W)
19.07158,72.83505,BANDRA DEPOT
19.12082,72.8264,ABHISHEK APARTMENTS
19.24965,72.86745,MINI NAGAR
19.20996,72.83774,DATTA MANDIR
19.1447,72.95061,BHANDUP VILLAGE (E)
18.95996,72.81215,GAONDEVI POLICE STATION
18.95378,72.82642,KUMBHAR TUKDA
19.2289,72.85897,BORIVALI (E) STATION
18.94294,72.82798,VASUDEO BALWANT PHADKE CHOWK (DHOBI TALAO)
18.92443,72.82683,YASHWANTRAO CHAVAN PRATISHTHAN (MANTRALAYA)
18.95835,72.83668,CHAR NAL
19.11808,72.82885,JUHU PRABHAT (ANDHERI-E)
19.22166,72.8478,HARIDAS NAGAR
19.12786,72.83751,SHAHAJIRAJE SPORTS COMPLEX (ANDHERI-W)
19.16337,72.83534,MOTILAL NAGAR NO.2
19.2351,72.84428,YOGI HOTEL (BORIVALI -W)
18.94949,72.82887,SWADESHI MARKET
19.04647,72.8656,RANI LAXMIBAI CHOWK (SION)
19.02152,72.85034,RUIA COLLEGE (MATUNGA-E)
19.13715,73.00311,GOTHIVALI VILLAGE RABALE STATION
19.03386,72.85072,MEGHWADI (DHARAVI)
19.12144,72.82982,ESIC NAGAR
19.05876,72.92344,BAINGANWADI
19.21979,72.83612,MHADA COLONY (SHIMPAVALI)
19.21333,72.84137,PUNCHASHEEL APARTMENTS
19.15339,72.83545,GOREGAON OSHIWARA DEPOT
18.95795,72.82054,PRARTHANA SAMAJ
19.1019,72.89038,LOKMANYA TILAK NAGAR (ASALPHA)
19.20104,72.83391,LALJIPADA
19.19625,72.81075,MALVANI AKASHWANI
18.99758,72.84051,MAHATMA GANDHI HOSPITAL (PAREL)
19.23208,72.85878,BORIVALI (E) STATION
19.19257,72.83069,SALASAR HANUMAN MANDIR (MALAD-W)
18.9699,72.82115,MUMBAI CENTRAL STATION RESERVE BANK
18.96633,72.82877,HASRAT MOHANI CHOWK
19.11323,72.90276,JAMA MASJID (POWAI)
19.1056,72.88528,DR.DATTA SAMANT CHOWK SAKINAKA
19.16363,72.93883,DR.K.B.HEDGEWAR CHOWK BHANDUP SONAPUR
19.02571,72.87862,VALENCIA BUILDING
19.05989,72.84775,GANDHI NAGAR  (BANDRA-E) CHETANA COLLEGE
19.03093,72.90284,VASHI NAKA (CHEMBUR) M.M.R.D.A COLONY
19.23518,72.87223,SIDDHARAJ SOCIETY
19.26267,72.8512,KANDARPADA BUS STATION
19.08992,72.90258,MANEKLAL MUNICIPAL SCHOOL
19.10854,72.90129,SANGHARSH NAGAR (CHANDIVALI)
19.19975,72.8787,GAUTAM NAGAR (KANDIVALI-E)
19.1258,72.85351,SONA UDYOG INDUSTRIAL ESTATE
19.14165,72.82873,AAI TULJABHAVANI CHOWK
19.17119,72.94362,POST & TELEGRAPHS (MULUND-W)
19.01826,72.86642,BARKAT ALI DARGAH
19.03115,72.89688,VASHI NAKA (CHEMBUR)
19.13261,72.81238,MACHHALIMAR (VESAVA)
18.99771,72.84065,MAHATMA GANDHI HOSPITAL (PAREL)
19.11981,72.84596,ANDHERI STATION (W)
19.28018,72.8709,JAMMU & KASHMIR BANK
19.29252,72.85657,LODHA COMPLEX
19.09116,72.83847,SANTACRUZ DEPOT
19.1773,72.83691,NIRLON SOCIETY
19.06361,72.89748,CHEMBUR LEVEL CROSSING SHELL BRIDGE
19.26205,72.8733,GOLDEN CHEMICALS (DAHISAR-E)
19.06672,72.89732,RELIANCE ENERGY OFFICE (TILAK NAGAR CHEMBUR)
19.2315,72.85962,BORIVALI (E) STATION
19.22185,72.99113,BALKUM PADA NO.1
19.11789,72.84611,ANDHERI STATION (W)
19.04648,72.83844,MAHIM KOLIWADA
19.06759,72.91,P.W.D. GROUND (CHEMBUR)
19.14943,72.84783,ARIHANT INDUSTRIAL ESTATE
18.95709,72.82032,PRARTHANA SAMAJ
19.07361,73.00834,B.A.P.MARKET
19.20607,72.98032,SHRIRANG SOCIETY (THANE)
19.2019,73.0015,KHAREGAON NAKA
19.11344,72.82426,SUMATI SCHOOL
19.30171,72.84821,MIRA-BHAYANDER MUNICIPAL HEAD OFFICE
19.18211,72.94705,VEENA NAGAR GOVARDHAN NAGAR
19.16661,72.95446,KHEDEKAR WADI
19.24398,72.84997,JEEVAN BIMA NAGAR (BORIVALI -W)
19.13048,72.82043,SEVEN BUNGALOWS BUS STATION
19.1868,72.94616,VAISHALI NAGAR (MULUND-W)
18.95455,72.8321,VIJAY VALLABH CHOWK (PYDHONIE)
19.17345,72.95648,MULUND RAILWAY STATION (W)
18.95411,72.8165,PT.PALUSKAR CHOWK (OPERA HOUSE)
19.02097,72.84375,DADAR MARKET
19.30886,72.86092,VENUS APARTMENT
19.09993,72.88795,KRISHNA NAGAR (SAKI NAKA)
19.03998,73.01932,NERUL BUS STATION
19.11933,72.8479,AGARKAR CHOWK (ANDHERI-E)
19.05217,72.91077,AMAR TALKIES
18.95055,72.7959,J.MEHTA MARG (NAPEAN SEA ROAD)
18.93824,72.83816,INDIRA DOCK
19.1239,72.91198,GATE WAY PLAZA (POWAI)
19.28105,72.95526,POUSHMATA MANDIR
19.10347,72.84985,MATRUCHAYA (GURUPRASAD SOCIETY)
18.99833,72.84089,MAHATMA GANDHI HOSPITAL (PAREL)
19.0538,72.92689,LALLUBHAI COMPOUND DR.AMBEDKAR CHOWK
19.04178,72.8765,PRATIKSHA NAGAR (MHADA COLONY)
18.93408,72.84222,BALLARD PIER
19.03436,72.9494,TROMBAY
19.1184,72.84504,ANDHERI STATION (W)
19.11221,72.91795,KAILAS INDUSTRIAL ESTATE
18.9139,72.82273,COLABA BUS STATION
19.17349,72.96858,ANAND NAGAR (KOPRI) POLICE CHOWKY
19.1857,72.8637,KURAR POLICE CHOWKY
19.02755,72.85623,MAHESHWARI UDYAN (KINGS CIRCLE)
19.1761,72.86533,DINDOSHI DEPOT
18.997,72.81644,ACHARYA ATRE CHOWK (WORLI NAKA)
19.07425,73.00085,SSC BOARD OFFICE ST.LAWRENCE SCHOOL (VASHI)
19.12625,72.85537,RADHA SILK MILL
18.96862,72.82232,MUMBAI CENTRAL STATION
19.25344,72.87137,SUHASINI PAWASKAR MARG (DAHISAR-E)
18.97658,72.83361,BYCULLA STATION (E)
19.06291,73.0103,SANPADA POLICE CHOWKY
19.21452,72.86995,JIVALA PADA
19.1283,72.84147,AMBOLI NAKA
19.25383,72.8496,SHIVDHAM (RUSHI COMPLEX)
19.2122,72.84524,NETAJI SUBHASHCHANDRA BOSE SPORTS COMPLEX
18.9621,72.83277,DR.M.IQBAL CHOWK (J J HOSPITAL)
19.05341,72.87921,MARATHI VIDNYAN PARISHAD (CHUNABHATTI)
19.0897,72.83589,SANTACRUZ DEPOT
19.034,72.84236,SHITALADEVI TEMPLE (MAHIM)
19.07774,72.90391,SINDHUWADI
19.13025,72.94151,KANJUR MARG VILLAGE (EEH)
18.92576,72.83339,DR. SHYAMAPRASAD MUKHERJEE CHOWK(MUSEUM)
19.01338,72.82902,PRABHADEVI
19.11035,72.9289,VIKHROLI BUS STATION (E)
19.17194,72.87221,RYAN INTERNATIONAL SCHOOL(GOREGAON-E)
19.07902,72.9087,ODEON CINEMA
19.0987,72.84482,VILE PARLE STATION (E)
19.1908,72.82562,ZUNKA BHAKAR KENDRA (MALVANI)
19.18044,72.83629,CHINCHVALI BUNDER ROAD
18.96036,72.81731,DR.BHADKAMKAR ROAD
18.95887,72.83166,JOHAR CHOWK (BHENDI BAZAAR)
18.96322,72.83193,DR.M.IQBAL CHOWK (J J HOSPITAL)
19.08789,72.9178,MUNICIPAL LIBRARY (CHEMBUR)
19.03673,73.01513,NERUL VILLAGE
19.05142,72.90301,R.B.I COLONY (CHEMBUR-E)
19.01715,72.84715,KHODADAD CIRCLE (DADAR TT)
19.26138,72.86202,ASHISH COMPLEX
19.23504,72.84159,YOGI NAGAR (BORIVALI -W)
19.06494,72.91962,SAIBABA MANDIR (GOVANDI) KOKAN BANK
18.95905,72.81975,PRARTHANA SAMAJ HARKISHANDAS HOSPITAL
19.14322,72.83678,MAHATMA GANDHI VIDYALAYA (JOGESHWARI-W)
19.05095,72.86467,NAIK NAGAR (DHARAVI)
19.11644,72.94088,KANNAMWAR NAGAR BUILDING NO.175
18.95703,72.84943,FERRY WHARF
19.2029,72.86298,DURGAMATA MANDIR
19.07897,73.0094,MATHADI BHAVAN COMMODITY EXCHANGE
19.22986,72.85639,BORIVALI (W) STATION
19.18411,72.83125,IJMIMA
19.19787,72.87245,ALIKA NAGAR JUNCTION
19.00084,72.8431,K.E.M HOSPITAL NURSES QUARTERS
19.09602,72.8276,JUHU BEACH
19.16522,72.85029,GOREGAON STATION (E) BUS STATION
19.11945,73.00636,STANDARD ALKALI COMPANY
19.25497,72.86263,VIDYA MANDIR (DAHISAR-E)
18.92563,72.83219,DR. SHYAMAPRASAD MUKHERJEE CHOWK(MUSEUM)
19.11459,72.89601,CHANDIVALI STUDIO PETROL PUMP
19.15094,72.93728,BHANDUP POLICE STATION
19.15514,72.84352,SIDDHARTH NAGAR (GOREGAON-W) NO.2
19.00713,72.83693,PAREL STATION (E)
19.07916,72.87569,SHANTI NAGAR
19.18978,72.84856,MALAD STATION (W)
19.28538,72.86977,S.K.STONE (MIRA ROAD)
19.18725,72.82477,ELIA SARVAT JUNIOR COLLEGE
